description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-06-03/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-06-01/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-31/mensa-institutsviertel_wochenangebot.jpg
Linsen-Rote-Betesalat Halloumi Zitronencreme Sukartoffelpfanne mit Datteln,no,no,Essen 1,Vegetarisch,Mensa Littenweiler,images/2024-05-31/mensa-littenweiler_essen-1.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-05-29/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-29/mensa-institutsviertel_wochenangebot.jpg
Cordon bleu vom Schwein Zitronenjus Kartoffelbrei Karotten-Erbsengemuse,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-05-28/mensa-institutsviertel_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-28/mensa-institutsviertel_wochenangebot.jpg
Mango-Weizen Tabouleh mit Krautern Harissa-Dip Baguette,no,no,Schneller Teller,Vegan,Mensa Rempartstrae,images/2024-05-27/mensa-rempartstrae_schneller-teller.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-27/mensa-institutsviertel_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-05-24/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-24/mensa-rempartstrae_wochenangebot.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-05-24/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-23/mensa-rempartstrae_wochenangebot.jpg
Gefullte Paprika Gitterkartoffeln Spanische Bohnen,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-05-22/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-22/mensa-rempartstrae_wochenangebot.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-05-22/mensa-institutsviertel_wochenangebot.jpg
Kichererbsenpolenta Ratatouille Schafskase mit Minze,no,no,Essen 1,Vegetarisch,Mensa Littenweiler,images/2024-05-22/mensa-littenweiler_essen-1.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-05-21/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-21/mensa-rempartstrae_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Weie Sauce Ruccolapesto Geriebener Hartkase,no,no,Essen 1,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-21/mensa-institutsviertel_essen-1.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-05-21/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-18/mensa-rempartstrae_essen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-17/mensa-institutsviertel_wochenangebot.jpg
Mandel-Tofuragout mit Pilzen Bauernspatzle,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-05-16/mensa-rempartstrae_essen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-16/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-05-15/mensa-institutsviertel_essen-3.jpg
Superfood Salat mit Bio Rauchertofu,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-05-15/mensa-institutsviertel_schneller-teller.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-15/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-05-14/mensa-rempartstrae_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-05-14/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-14/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-05-13/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-13/mensa-institutsviertel_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-05-11/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-10/mensa-rempartstrae_wochenangebot.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-10/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-05-10/mensa-littenweiler_wochenangebot.jpg
Zucchini-Kofte Krauter-Joghurtdip Griechischer Bauernsalat Fladenbrot,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-05-08/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-08/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-05-08/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-08/mensa-institutsviertel_wochenangebot.jpg
Kartoffelpuffer Erbsen-Guacamole Krauter-Joghurtdip,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2024-05-08/mensa-institutsviertel_abendessen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-05-08/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-07/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-05-07/mensa-institutsviertel_essen-3.jpg
Mango-Weizen Tabouleh mit Krautern Avocadodip Kornerbaguette,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-05-07/mensa-institutsviertel_schneller-teller.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-07/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-05-07/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Tagesgericht,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-06/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-05-06/mensa-rempartstrae_wochenangebot.jpg
Spaghetti Weizen-Gemusebolognese,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-05-06/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-05-06/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-06/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-05-06/mensa-littenweiler_wochenangebot.jpg
Bunter Salat mit Tomate Mozzarella und Basilikum Baguette,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-05-03/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-05-03/mensa-institutsviertel_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-04-29/mensa-rempartstrae_essen-1.jpg
Ofenkartoffel Erbsen-Guacamole Bohnencreme,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-04-29/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-29/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-29/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-04-27/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-26/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-25/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-24/mensa-rempartstrae_wochenangebot.jpg
Bunter Salat mit Tomate Mozzarella und Basilikum Baguette,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-04-24/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-24/mensa-institutsviertel_essen-3.jpg
Aglio Spaghetti mit getrockneten Tomaten,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-04-24/mensa-institutsviertel_schneller-teller.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-04-24/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-23/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-23/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-04-23/mensa-institutsviertel_wochenangebot.jpg
Mango-Weizen Tabouleh mit Krautern Harissa-Dip Baguette,no,no,Schneller Teller,Vegan,Mensa Rempartstrae,images/2024-04-22/mensa-rempartstrae_schneller-teller.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-22/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-22/mensa-institutsviertel_essen-3.jpg
Superfood Salat mit Bio Rauchertofu,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-04-22/mensa-institutsviertel_schneller-teller.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-04-22/mensa-institutsviertel_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-04-19/mensa-rempartstrae_essen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-19/mensa-institutsviertel_wochenangebot.jpg
Milchreis Apfelmus Zimtzucker,no,no,Schneller Teller,Vegetarisch,Mensa Littenweiler,images/2024-04-19/mensa-littenweiler_schneller-teller.jpg
Falafel Quinoa Bowl Bio Hummus Mojo Dip Gebackene Sukartoffeln Blumenkohlsalat Sojabohnen Cranberry-Rotkrautsalat,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-04-18/mensa-rempartstrae_tagesgericht.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-18/mensa-institutsviertel_wochenangebot.jpg
Gefullte Paprika Gitterkartoffeln Spanische Bohnen,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-04-17/mensa-rempartstrae_essen-1.jpg
Gemuselasagne mit Oliven und Weikase Pesto,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-04-17/mensa-rempartstrae_tagesgericht.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-17/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-17/mensa-institutsviertel_wochenangebot.jpg
Aglio Spaghetti mit getrockneten Tomaten,no,no,Schneller Teller,Vegan,Mensa Littenweiler,images/2024-04-17/mensa-littenweiler_schneller-teller.jpg
Schweinesteak mit Zwiebel-Senfkruste Rahmsauce Bauernspatzle Prinzessbohnen,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-04-16/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-16/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-16/mensa-institutsviertel_wochenangebot.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-04-15/mensa-rempartstrae_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-15/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-15/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-13/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-12/mensa-rempartstrae_wochenangebot.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-12/mensa-institutsviertel_wochenangebot.jpg
Mandel-Tofuragout mit Pilzen Bauernspatzle,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-04-11/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-11/mensa-rempartstrae_wochenangebot.jpg
Hacksteak Berner Art Pfeffer-Rahmsauce Kartoffelbrei Karotten-Erbsengemuse,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-04-11/mensa-institutsviertel_essen-2.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-11/mensa-institutsviertel_wochenangebot.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Littenweiler,images/2024-04-11/mensa-littenweiler_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-10/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-10/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-10/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-04-09/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-09/mensa-rempartstrae_wochenangebot.jpg
Sojageschnetzeltes Zuricher Sauce Rigatoni Fingermohren,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-04-09/mensa-institutsviertel_essen-1.jpg
Pfannengyros vom Schwein Krauter-Joghurtdip Indischer Gewurzreis Karotten-Krautsalat,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-04-09/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-09/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-09/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-08/mensa-rempartstrae_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Weie Sauce Ruccolapesto Geriebener Hartkase,no,no,Essen 1,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-08/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-04-08/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-08/mensa-institutsviertel_wochenangebot.jpg
Zucchini-Kofte Krauter-Joghurtdip Griechischer Bauernsalat Fladenbrot,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-04-05/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-05/mensa-rempartstrae_wochenangebot.jpg
Gemusemaultaschen mit Tomate und Mozzarella uberbacken Zwiebelschmelze Risoleekartoffeln,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-04-05/mensa-institutsviertel_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-04/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-04/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-03/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-03/mensa-institutsviertel_wochenangebot.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Littenweiler,images/2024-04-03/mensa-littenweiler_essen-1.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Tagesgericht,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-02/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-04-02/mensa-rempartstrae_wochenangebot.jpg
Gefullte Paprika Gitterkartoffeln Spanische Bohnen,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-04-02/mensa-institutsviertel_essen-1.jpg
Aglio Spaghetti mit getrockneten Tomaten,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-04-02/mensa-institutsviertel_schneller-teller.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-04-02/mensa-institutsviertel_wochenangebot.jpg
Blumenkohlburger mit Harissa-Mayonnaise Aubergine und Rucola Gebackene Kartoffel- und Sukartoffelspalten,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-03-28/mensa-institutsviertel_essen-1.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-03-28/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-28/mensa-littenweiler_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Naan Brot,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-03-27/mensa-rempartstrae_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-27/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-03-27/mensa-institutsviertel_wochenangebot.jpg
Kartoffelpuffer Erbsen-Guacamole Krauter-Joghurtdip,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2024-03-27/mensa-institutsviertel_abendessen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-27/mensa-littenweiler_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-26/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-03-26/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-26/mensa-littenweiler_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-03-25/mensa-rempartstrae_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-25/mensa-institutsviertel_essen-3.jpg
