description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Lentil-red-be-bed salad Halloumi lemon cream Sukunoffel pan with dates,no,no,Meal 1,Vegetarian,Mensa Littenweiler,images/2024-05-31/mensa-littenweiler_essen-1.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-05-29/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-29/mensa-institutsviertel_wochenangebot.jpg
Cordon Bleu from the pig lemon jus potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2024-05-28/mensa-institutsviertel_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-28/mensa-institutsviertel_wochenangebot.jpg
Mango wheat taboBouleh with herbs Harissa-Dip Baguette,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2024-05-27/mensa-rempartstrae_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-27/mensa-institutsviertel_wochenangebot.jpg
Gemuse gnocchi pan pinksauce sheep's box topping,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-05-24/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-05-24/mensa-rempartstrae_wochenangebot.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-05-24/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-05-23/mensa-rempartstrae_wochenangebot.jpg
Fulled peppers grating potatoes Spanish beans,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-05-22/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-05-22/mensa-rempartstrae_wochenangebot.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-05-22/mensa-institutsviertel_wochenangebot.jpg
Chickpea polenta ratatouille sheep's case with mint,no,no,Meal 1,Vegetarian,Mensa Littenweiler,images/2024-05-22/mensa-littenweiler_essen-1.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-05-21/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-05-21/mensa-rempartstrae_wochenangebot.jpg
Gemuse-gnocchi pan pinksauce white sauce rocka papesto grated hard case,no,no,Meal 1,Vegan (on request),Mensa Institutsviertel,images/2024-05-21/mensa-institutsviertel_essen-1.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-05-21/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2024-05-18/mensa-rempartstrae_essen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-17/mensa-institutsviertel_wochenangebot.jpg
Almond Tofuragout with mushrooms farmers sparrow,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-05-16/mensa-rempartstrae_essen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-16/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-05-15/mensa-institutsviertel_essen-3.jpg
Superfood salad with organic Raubertofu,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-05-15/mensa-institutsviertel_schneller-teller.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-15/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2024-05-14/mensa-rempartstrae_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-05-14/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-14/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-05-13/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-13/mensa-institutsviertel_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-05-11/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-05-10/mensa-rempartstrae_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-10/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-05-10/mensa-littenweiler_wochenangebot.jpg
Zucchini-Kofte Krauter-Joghurtdip Greek peasant salad flatbread,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-05-08/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-05-08/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-05-08/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-08/mensa-institutsviertel_wochenangebot.jpg
Potato buffer pea-guacamole herbly yoghurt dip,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2024-05-08/mensa-institutsviertel_abendessen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-05-08/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-05-07/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-05-07/mensa-institutsviertel_essen-3.jpg
Mango wheat tabouleh with herbs avocadodip corner baguette,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-05-07/mensa-institutsviertel_schneller-teller.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-07/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-05-07/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Daily dish,Vegan (on request),Mensa Rempartstrae,images/2024-05-06/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-05-06/mensa-rempartstrae_wochenangebot.jpg
Spaghetti wheat-gemusebolognese,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-05-06/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-05-06/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-06/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-05-06/mensa-littenweiler_wochenangebot.jpg
Colorful salad with Tomate Mozzarella and Basil Baguette,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-05-03/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-05-03/mensa-institutsviertel_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-04-29/mensa-rempartstrae_essen-1.jpg
Oven potato peased guacamole bean cream,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-04-29/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-29/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-29/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2024-04-27/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-26/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-25/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-24/mensa-rempartstrae_wochenangebot.jpg
Colorful salad with Tomate Mozzarella and Basil Baguette,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-04-24/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-24/mensa-institutsviertel_essen-3.jpg
Aglio Spaghetti with dried tomatoes,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-04-24/mensa-institutsviertel_schneller-teller.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-04-24/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-23/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-23/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-04-23/mensa-institutsviertel_wochenangebot.jpg
Mango wheat taboBouleh with herbs Harissa-Dip Baguette,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2024-04-22/mensa-rempartstrae_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-22/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-22/mensa-institutsviertel_essen-3.jpg
Superfood salad with organic Raubertofu,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-04-22/mensa-institutsviertel_schneller-teller.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-04-22/mensa-institutsviertel_wochenangebot.jpg
Gemuse gnocchi pan pinksauce sheep's box topping,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-04-19/mensa-rempartstrae_essen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-19/mensa-institutsviertel_wochenangebot.jpg
Milky pice apple sauce cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Littenweiler,images/2024-04-19/mensa-littenweiler_schneller-teller.jpg
Falafel Quinoa Bowl Bio Hummus Mojo Dip Baked Sukarktols Flower cauliflower Soybeans of Cranberry red cabbage salad,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2024-04-18/mensa-rempartstrae_tagesgericht.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-18/mensa-institutsviertel_wochenangebot.jpg
Fulled peppers grating potatoes Spanish beans,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-04-17/mensa-rempartstrae_essen-1.jpg
Musela sagne with olives and white pesto,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-04-17/mensa-rempartstrae_tagesgericht.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-17/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-17/mensa-institutsviertel_wochenangebot.jpg
Aglio Spaghetti with dried tomatoes,no,no,Quick plate,Vegan,Mensa Littenweiler,images/2024-04-17/mensa-littenweiler_schneller-teller.jpg
Pork steak with onion-sensitis cream sauce farmer's sparrow princess beans,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2024-04-16/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-16/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-16/mensa-institutsviertel_wochenangebot.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-04-15/mensa-rempartstrae_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-15/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-15/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2024-04-13/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-12/mensa-rempartstrae_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-12/mensa-institutsviertel_wochenangebot.jpg
Almond Tofuragout with mushrooms farmers sparrow,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-04-11/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-11/mensa-rempartstrae_wochenangebot.jpg
Hacksteak Berner Art Pfeffer cream sauce potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2024-04-11/mensa-institutsviertel_essen-2.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-11/mensa-institutsviertel_wochenangebot.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Littenweiler,images/2024-04-11/mensa-littenweiler_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-10/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-10/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-10/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2024-04-09/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-09/mensa-rempartstrae_wochenangebot.jpg
Soy -scetted Zuricher Sauce Rigatoni fingermine,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-04-09/mensa-institutsviertel_essen-1.jpg
Pfannengyros from the pig Krautter-Yoghurtdip Indian root rice Carroted herb salad,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2024-04-09/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-09/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-09/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-08/mensa-rempartstrae_wochenangebot.jpg
Gemuse-gnocchi pan pinksauce white sauce rocka papesto grated hard case,no,no,Meal 1,Vegan (on request),Mensa Institutsviertel,images/2024-04-08/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-04-08/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-08/mensa-institutsviertel_wochenangebot.jpg
Zucchini-Kofte Krauter-Joghurtdip Greek peasant salad flatbread,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-04-05/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-05/mensa-rempartstrae_wochenangebot.jpg
Gemusemault bags with tomato and mozzarella overbake onion melts Risk potatoes,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2024-04-05/mensa-institutsviertel_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-04/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-04/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-03/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-03/mensa-institutsviertel_wochenangebot.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 1,Vegetarian,Mensa Littenweiler,images/2024-04-03/mensa-littenweiler_essen-1.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Daily dish,Vegan (on request),Mensa Rempartstrae,images/2024-04-02/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-04-02/mensa-rempartstrae_wochenangebot.jpg
Fulled peppers grating potatoes Spanish beans,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-04-02/mensa-institutsviertel_essen-1.jpg
Aglio Spaghetti with dried tomatoes,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-04-02/mensa-institutsviertel_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-04-02/mensa-institutsviertel_wochenangebot.jpg
Flower cavaries with Harissa-mayonnaise aubergine and rocket baked potato and sukarktoffel columns,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-03-28/mensa-institutsviertel_essen-1.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-03-28/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-28/mensa-littenweiler_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-03-27/mensa-rempartstrae_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-27/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-03-27/mensa-institutsviertel_wochenangebot.jpg
Potato buffer pea-guacamole herbly yoghurt dip,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2024-03-27/mensa-institutsviertel_abendessen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-27/mensa-littenweiler_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-26/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-03-26/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-26/mensa-littenweiler_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-03-25/mensa-rempartstrae_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-25/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-03-25/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-25/mensa-littenweiler_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2024-03-23/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-22/mensa-rempartstrae_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-03-21/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-21/mensa-rempartstrae_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-21/mensa-institutsviertel_wochenangebot.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-03-20/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-20/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-20/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-20/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-19/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-18/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-18/mensa-institutsviertel_essen-3.jpg
Mango wheat tabouleh with herbs avocadodip corner baguette,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-03-18/mensa-institutsviertel_schneller-teller.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-18/mensa-institutsviertel_wochenangebot.jpg
Gemuse gnocchi pan pinksauce sheep's box topping,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-03-15/mensa-rempartstrae_essen-1.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-15/mensa-institutsviertel_wochenangebot.jpg
Halloumi-Bowl with black lentils beetroot dip cucumber papadam tomato olive lemon bulgure sharp onions,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-03-14/mensa-rempartstrae_tagesgericht.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-14/mensa-institutsviertel_wochenangebot.jpg
Fulled peppers grating potatoes Spanish beans,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-03-13/mensa-rempartstrae_essen-1.jpg
Musela sagne with olives and white pesto,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-03-13/mensa-rempartstrae_tagesgericht.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-13/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-13/mensa-institutsviertel_wochenangebot.jpg
Hahnchleisch-Burger Avocadodip Risk potatoes,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2024-03-12/mensa-institutsviertel_essen-2.jpg
