description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,,,,,,aug/mensa-flugplatz_essen-2_aug0484.jpg
Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,,,,,,aug/mensa-flugplatz_essen-2_aug0485.jpg
Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,,,,,,aug/mensa-flugplatz_essen-2_aug0486.jpg
Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,,,,,,aug/mensa-flugplatz_essen-2_aug0487.jpg
Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,,,,,,aug/mensa-institutsviertel_essen-1_aug0488.jpg
Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,,,,,,aug/mensa-institutsviertel_essen-1_aug0489.jpg
Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,,,,,,aug/mensa-institutsviertel_essen-1_aug0490.jpg
Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,,,,,,aug/mensa-institutsviertel_essen-1_aug0491.jpg
"Mediterranean bowl: olives, basil, zucchini, bean cream, pesto, organic couscous with vegetables, Ebly soft wheat, diced tomatoes",,,,,,aug/mensa-institutsviertel_essen-2_aug0500.jpg
"Mediterranean bowl: olives, basil, zucchini, bean cream, pesto, organic couscous with vegetables, Ebly soft wheat, diced tomatoes",,,,,,aug/mensa-institutsviertel_essen-2_aug0501.jpg
"Mediterranean bowl: olives, basil, zucchini, bean cream, pesto, organic couscous with vegetables, Ebly soft wheat, diced tomatoes",,,,,,aug/mensa-institutsviertel_essen-2_aug0502.jpg
"Mediterranean bowl: olives, basil, zucchini, bean cream, pesto, organic couscous with vegetables, Ebly soft wheat, diced tomatoes",,,,,,aug/mensa-institutsviertel_essen-2_aug0503.jpg
Colourful tortellini with creamy cheese sauce,,,,,,aug/mensa-rempartstrae_essen-1_aug0492.jpg
Colourful tortellini with creamy cheese sauce,,,,,,aug/mensa-rempartstrae_essen-1_aug0493.jpg
Colourful tortellini with creamy cheese sauce,,,,,,aug/mensa-rempartstrae_essen-1_aug0494.jpg
Colourful tortellini with creamy cheese sauce,,,,,,aug/mensa-rempartstrae_essen-1_aug0495.jpg
Red noodle curry with lentils and pineapple,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0476.jpg
Red noodle curry with lentils and pineapple,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0477.jpg
Red noodle curry with lentils and pineapple,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0478.jpg
Red noodle curry with lentils and pineapple,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0479.jpg
Sliced soy in Zurich sauce; rigatoni; baby carrots,,,,,,aug/mensa-institutsviertel_essen-1_aug0496.jpg
Sliced soy in Zurich sauce; rigatoni; baby carrots,,,,,,aug/mensa-institutsviertel_essen-1_aug0497.jpg
Sliced soy in Zurich sauce; rigatoni; baby carrots,,,,,,aug/mensa-institutsviertel_essen-1_aug0498.jpg
Sliced soy in Zurich sauce; rigatoni; baby carrots,,,,,,aug/mensa-institutsviertel_essen-1_aug0499.jpg
Lentil balls with sesame dip; organic baked potatoes; California coleslaw,,,,,,aug/mensa-rempartstrae_essen-1_aug0504.jpg
Lentil balls with sesame dip; organic baked potatoes; California coleslaw,,,,,,aug/mensa-rempartstrae_essen-1_aug0505.jpg
Lentil balls with sesame dip; organic baked potatoes; California coleslaw,,,,,,aug/mensa-rempartstrae_essen-1_aug0506.jpg
Lentil balls with sesame dip; organic baked potatoes; California coleslaw,,,,,,aug/mensa-rempartstrae_essen-1_aug0507.jpg
Chickpea polenta with ratatouille; sheep’s cheese with mint,,,,,,aug/mensa-littenweiler_essen-1_aug0508.jpg
Chickpea polenta with ratatouille; sheep’s cheese with mint,,,,,,aug/mensa-littenweiler_essen-1_aug0509.jpg
Chickpea polenta with ratatouille; sheep’s cheese with mint,,,,,,aug/mensa-littenweiler_essen-1_aug0510.jpg
Chickpea polenta with ratatouille; sheep’s cheese with mint,,,,,,aug/mensa-littenweiler_essen-1_aug0511.jpg
